episode_id,frame_10hz,sim_time_s,row_phase
circuito-completo__landing-01,1104,110.41666666666669,ROLLOUT
circuito-completo__landing-01,1105,110.51666666666668,ROLLOUT
circuito-completo__landing-01,1106,110.61666666666667,ROLLOUT
circuito-completo__landing-01,1107,110.71666666666668,ROLLOUT
circuito-completo__landing-01,1108,110.81666666666668,ROLLOUT
circuito-completo__landing-01,1109,110.91666666666669,ROLLOUT
circuito-completo__landing-01,1110,111.01666666666668,ROLLOUT
circuito-completo__landing-01,1111,111.11666666666667,ROLLOUT
circuito-completo__landing-01,1112,111.21666666666668,ROLLOUT
circuito-completo__landing-01,1113,111.31666666666668,ROLLOUT
circuito-completo__landing-01,1114,111.41666666666669,ROLLOUT
circuito-completo__landing-01,1115,111.51666666666668,ROLLOUT
circuito-completo__landing-01,1116,111.61666666666667,ROLLOUT
circuito-completo__landing-01,1117,111.71666666666668,ROLLOUT
circuito-completo__landing-01,1118,111.81666666666668,ROLLOUT
circuito-completo__landing-01,1119,111.91666666666669,ROLLOUT
circuito-completo__landing-01,1120,112.01666666666668,ROLLOUT
circuito-completo__landing-01,1121,112.11666666666667,ROLLOUT
circuito-completo__landing-01,1122,112.21666666666668,ROLLOUT
circuito-completo__landing-01,1123,112.31666666666668,ROLLOUT
circuito-completo__landing-01,1124,112.41666666666669,ROLLOUT
circuito-completo__landing-01,1125,112.51666666666668,ROLLOUT
circuito-completo__landing-01,1126,112.61666666666667,ROLLOUT
circuito-completo__landing-01,1127,112.71666666666668,ROLLOUT
circuito-completo__landing-01,1128,112.81666666666668,ROLLOUT
circuito-completo__landing-01,1129,112.91666666666669,ROLLOUT
circuito-completo__landing-01,1130,113.01666666666668,ROLLOUT
circuito-completo__landing-01,1131,113.11666666666667,ROLLOUT
circuito-completo__landing-01,1132,113.21666666666668,ROLLOUT
circuito-completo__landing-01,1133,113.31666666666668,ROLLOUT
circuito-completo__landing-01,1134,113.41666666666669,ROLLOUT
circuito-completo__landing-01,1135,113.51666666666668,ROLLOUT
circuito-completo__landing-01,1136,113.61666666666667,ROLLOUT
circuito-completo__landing-01,1137,113.71666666666668,ROLLOUT
circuito-completo__landing-01,1138,113.81666666666668,ROLLOUT
circuito-completo__landing-01,1139,113.91666666666669,ROLLOUT
circuito-completo__landing-01,1140,114.01666666666668,ROLLOUT
circuito-completo__landing-01,1141,114.11666666666667,ROLLOUT
circuito-completo__landing-01,1142,114.21666666666668,ROLLOUT
circuito-completo__landing-01,1143,114.31666666666668,ROLLOUT
circuito-completo__landing-01,1144,114.41666666666669,ROLLOUT
circuito-completo__landing-01,1145,114.51666666666668,ROLLOUT
circuito-completo__landing-01,1146,114.61666666666667,ROLLOUT
circuito-completo__landing-01,1147,114.71666666666668,ROLLOUT
circuito-completo__landing-01,1148,114.81666666666668,ROLLOUT
circuito-completo__landing-01,1149,114.91666666666669,ROLLOUT
circuito-completo__landing-01,1150,115.01666666666668,ROLLOUT
circuito-completo__landing-01,1151,115.11666666666667,ROLLOUT
circuito-completo__landing-01,1152,115.21666666666668,ROLLOUT
circuito-completo__landing-01,1153,115.31666666666668,ROLLOUT
circuito-completo__landing-01,1154,115.41666666666669,ROLLOUT
circuito-completo__landing-01,1155,115.51666666666668,ROLLOUT
circuito-completo__landing-01,1156,115.61666666666667,ROLLOUT
circuito-completo__landing-01,1157,115.71666666666668,ROLLOUT
circuito-completo__landing-01,1158,115.81666666666668,ROLLOUT
circuito-completo__landing-01,1159,115.91666666666669,ROLLOUT
circuito-completo__landing-01,1160,116.01666666666668,ROLLOUT
circuito-completo__landing-01,1161,116.11666666666667,ROLLOUT
circuito-completo__landing-01,1162,116.21666666666668,ROLLOUT
circuito-completo__landing-01,1163,116.31666666666668,ROLLOUT
circuito-completo__landing-01,1164,116.41666666666669,ROLLOUT
circuito-completo__landing-01,1165,116.51666666666668,ROLLOUT
circuito-completo__landing-01,1166,116.61666666666667,ROLLOUT
circuito-completo__landing-01,1167,116.71666666666668,ROLLOUT
circuito-completo__landing-01,1168,116.81666666666668,ROLLOUT
circuito-completo__landing-01,1169,116.91666666666669,ROLLOUT
circuito-completo__landing-01,1170,117.01666666666668,ROLLOUT
circuito-completo__landing-01,1171,117.11666666666667,ROLLOUT
circuito-completo__landing-01,1172,117.21666666666668,ROLLOUT
circuito-completo__landing-01,1173,117.31666666666668,ROLLOUT
circuito-completo__landing-01,1174,117.41666666666669,ROLLOUT
circuito-completo__landing-01,1175,117.51666666666668,ROLLOUT
circuito-completo__landing-01,1176,117.61666666666667,ROLLOUT
circuito-completo__landing-01,1177,117.71666666666668,ROLLOUT
circuito-completo__landing-01,1178,117.81666666666668,ROLLOUT
circuito-completo__landing-01,1179,117.91666666666669,ROLLOUT
circuito-completo__landing-01,1180,118.01666666666668,ROLLOUT
circuito-completo__landing-01,1181,118.11666666666667,ROLLOUT
circuito-completo__landing-01,1182,118.21666666666668,ROLLOUT
circuito-completo__landing-01,1183,118.31666666666668,ROLLOUT
circuito-completo__landing-01,1184,118.41666666666669,ROLLOUT
circuito-completo__landing-01,1185,118.51666666666668,ROLLOUT
circuito-completo__landing-01,1186,118.61666666666667,ROLLOUT
circuito-completo__landing-01,1187,118.71666666666668,ROLLOUT
circuito-completo__landing-01,1188,118.81666666666668,ROLLOUT
circuito-completo__landing-01,1189,118.91666666666669,ROLLOUT
circuito-completo__landing-01,1190,119.01666666666668,ROLLOUT
circuito-completo__landing-01,1191,119.11666666666667,ROLLOUT
circuito-completo__landing-01,1192,119.21666666666668,ROLLOUT
circuito-completo__landing-01,1193,119.31666666666668,ROLLOUT
circuito-completo__landing-01,1194,119.41666666666669,ROLLOUT
circuito-completo__landing-01,1195,119.51666666666668,ROLLOUT
circuito-completo__landing-01,1196,119.61666666666667,ROLLOUT
circuito-completo__landing-01,1197,119.71666666666668,ROLLOUT
circuito-completo__landing-01,1198,119.81666666666668,ROLLOUT
circuito-completo__landing-01,1199,119.91666666666669,ROLLOUT
circuito-completo__landing-01,1200,120.01666666666668,ROLLOUT
circuito-completo__landing-01,1201,120.11666666666667,ROLLOUT
circuito-completo__landing-01,1202,120.21666666666668,ROLLOUT
circuito-completo__landing-01,1203,120.31666666666668,ROLLOUT
circuito-completo__landing-01,1204,120.41666666666669,ROLLOUT
circuito-completo__landing-01,1205,120.51666666666668,ROLLOUT
circuito-completo__landing-01,1206,120.61666666666667,ROLLOUT
circuito-completo__landing-01,1207,120.71666666666668,ROLLOUT
circuito-completo__landing-01,1208,120.81666666666668,ROLLOUT
circuito-completo__landing-01,1209,120.91666666666669,ROLLOUT
circuito-completo__landing-01,1210,121.01666666666668,ROLLOUT
circuito-completo__landing-01,1211,121.11666666666667,ROLLOUT
circuito-completo__landing-01,1212,121.21666666666668,ROLLOUT
circuito-completo__landing-01,1213,121.31666666666668,ROLLOUT
circuito-completo__landing-01,1214,121.41666666666669,ROLLOUT
circuito-completo__landing-01,1215,121.51666666666668,ROLLOUT
circuito-completo__landing-01,1216,121.61666666666667,ROLLOUT
circuito-completo__landing-01,1217,121.71666666666668,ROLLOUT
circuito-completo__landing-01,1218,121.81666666666668,ROLLOUT
circuito-completo__landing-01,1219,121.91666666666669,ROLLOUT
circuito-completo__landing-01,1220,122.01666666666668,ROLLOUT
circuito-completo__landing-01,1221,122.11666666666667,ROLLOUT
circuito-completo__landing-01,1222,122.21666666666668,ROLLOUT
circuito-completo__landing-01,1223,122.31666666666668,ROLLOUT
circuito-completo__landing-01,1224,122.41666666666669,ROLLOUT
circuito-completo__landing-01,1225,122.51666666666668,ROLLOUT
circuito-completo__landing-01,1226,122.61666666666667,ROLLOUT
circuito-completo__landing-01,1227,122.71666666666668,ROLLOUT
circuito-completo__landing-01,1228,122.81666666666668,ROLLOUT
circuito-completo__landing-01,1229,122.91666666666669,ROLLOUT
circuito-completo__landing-01,1230,123.01666666666668,ROLLOUT
circuito-completo__landing-01,1231,123.11666666666667,ROLLOUT
circuito-completo__landing-01,1232,123.21666666666668,ROLLOUT
circuito-completo__landing-01,1233,123.31666666666668,ROLLOUT
circuito-completo__landing-01,1234,123.41666666666669,ROLLOUT
circuito-completo__landing-01,1235,123.51666666666668,ROLLOUT
circuito-completo__landing-01,1236,123.61666666666667,ROLLOUT
circuito-completo__landing-01,1237,123.71666666666668,ROLLOUT
circuito-completo__landing-01,1238,123.81666666666668,ROLLOUT
circuito-completo__landing-01,1239,123.91666666666669,ROLLOUT
circuito-completo__landing-01,1240,124.01666666666668,ROLLOUT
circuito-completo__landing-01,1241,124.11666666666667,ROLLOUT
circuito-completo__landing-01,1242,124.21666666666668,ROLLOUT
circuito-completo__landing-01,1243,124.31666666666668,ROLLOUT
circuito-completo__landing-01,1244,124.41666666666669,ROLLOUT
circuito-completo__landing-01,1245,124.51666666666668,ROLLOUT
circuito-completo__landing-01,1246,124.61666666666667,ROLLOUT
circuito-completo__landing-01,1247,124.71666666666668,ROLLOUT
circuito-completo__landing-01,1248,124.81666666666668,ROLLOUT
circuito-completo__landing-01,1249,124.91666666666669,ROLLOUT
circuito-completo__landing-01,1250,125.01666666666668,ROLLOUT
circuito-completo__landing-01,1251,125.11666666666667,ROLLOUT
circuito-completo__landing-01,1252,125.21666666666668,ROLLOUT
circuito-completo__landing-01,1253,125.31666666666668,ROLLOUT
circuito-completo__landing-01,1254,125.41666666666669,ROLLOUT
circuito-completo__landing-01,1255,125.51666666666668,ROLLOUT
circuito-completo__landing-01,1256,125.61666666666667,ROLLOUT
circuito-completo__landing-01,1257,125.71666666666668,ROLLOUT
circuito-completo__landing-01,1258,125.81666666666668,ROLLOUT
circuito-completo__landing-01,1259,125.91666666666669,ROLLOUT
circuito-completo__landing-01,1260,126.01666666666668,ROLLOUT
circuito-completo__landing-01,1261,126.11666666666667,ROLLOUT
circuito-completo__landing-01,1262,126.21666666666668,ROLLOUT
circuito-completo__landing-01,1263,126.31666666666668,ROLLOUT
circuito-completo__landing-01,1264,126.41666666666669,ROLLOUT
circuito-completo__landing-01,1265,126.51666666666668,ROLLOUT
circuito-completo__landing-01,1266,126.61666666666667,ROLLOUT
circuito-completo__landing-01,1267,126.71666666666668,ROLLOUT
circuito-completo__landing-01,1268,126.81666666666668,ROLLOUT
circuito-completo__landing-01,1269,126.91666666666669,ROLLOUT
circuito-completo__landing-01,1270,127.01666666666668,ROLLOUT
circuito-completo__landing-01,1271,127.11666666666667,ROLLOUT
circuito-completo__landing-01,1272,127.21666666666668,ROLLOUT
circuito-completo__landing-01,1273,127.31666666666668,ROLLOUT
circuito-completo__landing-01,1274,127.41666666666669,ROLLOUT
circuito-completo__landing-01,1275,127.51666666666668,ROLLOUT
circuito-completo__landing-01,1276,127.61666666666667,ROLLOUT
circuito-completo__landing-01,1277,127.71666666666668,ROLLOUT
circuito-completo__landing-01,1278,127.81666666666668,ROLLOUT
circuito-completo__landing-01,1279,127.91666666666669,ROLLOUT
circuito-completo__landing-01,1280,128.01666666666668,ROLLOUT
circuito-completo__landing-01,1281,128.11666666666667,ROLLOUT
circuito-completo__landing-01,1282,128.2166666666667,ROLLOUT
circuito-completo__landing-01,1283,128.3166666666667,ROLLOUT
circuito-completo__landing-01,1284,128.41666666666669,ROLLOUT
circuito-completo__landing-01,1285,128.51666666666668,ROLLOUT
circuito-completo__landing-01,1286,128.61666666666667,ROLLOUT
circuito-completo__landing-01,1287,128.7166666666667,ROLLOUT
circuito-completo__landing-01,1288,128.8166666666667,ROLLOUT
circuito-completo__landing-01,1289,128.91666666666669,ROLLOUT
circuito-completo__landing-01,1290,129.01666666666668,ROLLOUT
circuito-completo__landing-01,1291,129.11666666666667,ROLLOUT
circuito-completo__landing-01,1292,129.2166666666667,ROLLOUT
circuito-completo__landing-01,1293,129.3166666666667,ROLLOUT
circuito-completo__landing-01,1294,129.41666666666669,ROLLOUT
circuito-completo__landing-01,1295,129.51666666666668,ROLLOUT
circuito-completo__landing-01,1296,129.61666666666667,ROLLOUT
circuito-completo__landing-01,1297,129.7166666666667,ROLLOUT
circuito-completo__landing-01,1298,129.8166666666667,ROLLOUT
circuito-completo__landing-01,1299,129.91666666666669,ROLLOUT
circuito-completo__landing-01,1300,130.01666666666668,ROLLOUT
circuito-completo__landing-01,1301,130.11666666666667,ROLLOUT
circuito-completo__landing-01,1302,130.2166666666667,ROLLOUT
circuito-completo__landing-01,1303,130.3166666666667,ROLLOUT
circuito-completo__landing-01,1304,130.41666666666669,ROLLOUT
circuito-completo__landing-01,1305,130.51666666666668,ROLLOUT
circuito-completo__landing-01,1306,130.61666666666667,ROLLOUT
circuito-completo__landing-01,1307,130.7166666666667,ROLLOUT
circuito-completo__landing-01,1308,130.8166666666667,ROLLOUT
circuito-completo__landing-01,1309,130.91666666666669,ROLLOUT
circuito-completo__landing-01,1310,131.01666666666668,ROLLOUT
circuito-completo__landing-01,1311,131.11666666666667,ROLLOUT
circuito-completo__landing-01,1312,131.2166666666667,COMPLETE
circuito-completo__landing-02,1187,415.3666666667201,CONTACT_CANDIDATE
circuito-completo__landing-02,1188,415.4666666667201,CONTACT_CANDIDATE
circuito-completo__landing-02,1206,417.2666666667201,CONTACT_CANDIDATE
circuito-completo__landing-02,1207,417.3666666667201,CONTACT_CANDIDATE
circuito-completo__landing-02,1208,417.4666666667201,CONTACT_CANDIDATE
circuito-completo__landing-02,1219,418.56666666672,CONTACT_CANDIDATE
circuito-completo__landing-02,1220,418.66666666672006,CONTACT_CANDIDATE
circuito-completo__landing-02,1221,418.7666666667201,CONTACT_CANDIDATE
circuito-completo__landing-02,1222,418.8666666667201,CONTACT_CANDIDATE
circuito-completo__landing-02,1223,418.9666666667201,CONTACT_CANDIDATE
circuito-completo__landing-02,1224,419.06666666672,ROLLOUT
circuito-completo__landing-02,1225,419.16666666672006,ROLLOUT
circuito-completo__landing-02,1226,419.2666666667201,ROLLOUT
circuito-completo__landing-02,1227,419.3666666667201,ROLLOUT
circuito-completo__landing-02,1228,419.4666666667201,ROLLOUT
circuito-completo__landing-02,1229,419.56666666672,ROLLOUT
circuito-completo__landing-02,1230,419.66666666672006,ROLLOUT
circuito-completo__landing-02,1231,419.7666666667201,ROLLOUT
circuito-completo__landing-02,1232,419.8666666667201,ROLLOUT
circuito-completo__landing-02,1233,419.9666666667201,ROLLOUT
circuito-completo__landing-02,1234,420.06666666672,ROLLOUT
circuito-completo__landing-02,1235,420.16666666672006,ROLLOUT
circuito-completo__landing-02,1236,420.2666666667201,ROLLOUT
circuito-completo__landing-02,1237,420.3666666667201,ROLLOUT
circuito-completo__landing-02,1238,420.4666666667201,ROLLOUT
circuito-completo__landing-02,1239,420.56666666672,ROLLOUT
circuito-completo__landing-02,1240,420.66666666672006,ROLLOUT
circuito-completo__landing-02,1241,420.7666666667201,ROLLOUT
circuito-completo__landing-02,1242,420.8666666667201,ROLLOUT
circuito-completo__landing-02,1243,420.9666666667201,ROLLOUT
circuito-completo__landing-02,1244,421.06666666672,ROLLOUT
circuito-completo__landing-02,1245,421.16666666672006,ROLLOUT
circuito-completo__landing-02,1246,421.2666666667201,ROLLOUT
circuito-completo__landing-02,1247,421.3666666667201,ROLLOUT
circuito-completo__landing-02,1248,421.4666666667201,ROLLOUT
circuito-completo__landing-02,1249,421.56666666672,ROLLOUT
circuito-completo__landing-02,1250,421.66666666672006,ROLLOUT
circuito-completo__landing-02,1251,421.7666666667201,ROLLOUT
circuito-completo__landing-02,1252,421.8666666667201,ROLLOUT
circuito-completo__landing-02,1253,421.9666666667201,ROLLOUT
circuito-completo__landing-02,1254,422.06666666672,ROLLOUT
circuito-completo__landing-02,1255,422.16666666672006,ROLLOUT
circuito-completo__landing-02,1256,422.2666666667201,ROLLOUT
circuito-completo__landing-02,1257,422.3666666667201,ROLLOUT
circuito-completo__landing-02,1258,422.4666666667201,ROLLOUT
circuito-completo__landing-02,1259,422.56666666672,ROLLOUT
circuito-completo__landing-02,1260,422.66666666672006,ROLLOUT
circuito-completo__landing-02,1261,422.7666666667201,ROLLOUT
circuito-completo__landing-02,1262,422.8666666667201,ROLLOUT
circuito-completo__landing-02,1263,422.9666666667201,ROLLOUT
circuito-completo__landing-02,1264,423.06666666672,ROLLOUT
circuito-completo__landing-02,1265,423.16666666672006,ROLLOUT
circuito-completo__landing-02,1266,423.2666666667201,ROLLOUT
circuito-completo__landing-02,1267,423.3666666667201,ROLLOUT
circuito-completo__landing-02,1268,423.4666666667201,ROLLOUT
circuito-completo__landing-02,1269,423.56666666672,ROLLOUT
circuito-completo__landing-02,1270,423.66666666672006,ROLLOUT
circuito-completo__landing-02,1271,423.7666666667201,ROLLOUT
circuito-completo__landing-02,1272,423.8666666667201,ROLLOUT
circuito-completo__landing-02,1273,423.9666666667201,ROLLOUT
circuito-completo__landing-02,1274,424.06666666672,ROLLOUT
circuito-completo__landing-02,1275,424.16666666672006,ROLLOUT
circuito-completo__landing-02,1276,424.2666666667201,ROLLOUT
circuito-completo__landing-02,1277,424.3666666667201,ROLLOUT
circuito-completo__landing-02,1278,424.4666666667201,ROLLOUT
circuito-completo__landing-02,1279,424.56666666672,ROLLOUT
circuito-completo__landing-02,1280,424.66666666672006,ROLLOUT
circuito-completo__landing-02,1281,424.7666666667201,ROLLOUT
circuito-completo__landing-02,1282,424.8666666667201,ROLLOUT
circuito-completo__landing-02,1283,424.9666666667201,ROLLOUT
circuito-completo__landing-02,1284,425.06666666672,ROLLOUT
circuito-completo__landing-02,1285,425.16666666672006,ROLLOUT
circuito-completo__landing-02,1286,425.2666666667201,ROLLOUT
circuito-completo__landing-02,1287,425.3666666667201,ROLLOUT
circuito-completo__landing-02,1288,425.4666666667201,ROLLOUT
circuito-completo__landing-02,1289,425.56666666672,ROLLOUT
circuito-completo__landing-02,1290,425.66666666672006,ROLLOUT
circuito-completo__landing-02,1291,425.7666666667201,ROLLOUT
circuito-completo__landing-02,1292,425.8666666667201,ROLLOUT
circuito-completo__landing-02,1293,425.9666666667201,ROLLOUT
circuito-completo__landing-02,1294,426.06666666672,ROLLOUT
circuito-completo__landing-02,1295,426.16666666672006,ROLLOUT
circuito-completo__landing-02,1296,426.2666666667201,ROLLOUT
circuito-completo__landing-02,1297,426.3666666667201,ROLLOUT
circuito-completo__landing-02,1298,426.4666666667201,ROLLOUT
circuito-completo__landing-02,1299,426.56666666672,ROLLOUT
circuito-completo__landing-02,1300,426.66666666672006,ROLLOUT
circuito-completo__landing-02,1301,426.7666666667201,ROLLOUT
circuito-completo__landing-02,1302,426.8666666667201,ROLLOUT
circuito-completo__landing-02,1303,426.9666666667201,ROLLOUT
circuito-completo__landing-02,1304,427.06666666672,ROLLOUT
circuito-completo__landing-02,1305,427.16666666672006,ROLLOUT
circuito-completo__landing-02,1306,427.2666666667201,ROLLOUT
circuito-completo__landing-02,1307,427.3666666667201,ROLLOUT
circuito-completo__landing-02,1308,427.4666666667201,ROLLOUT
circuito-completo__landing-02,1309,427.56666666672,ROLLOUT
circuito-completo__landing-02,1310,427.66666666672006,ROLLOUT
circuito-completo__landing-02,1311,427.7666666667201,ROLLOUT
circuito-completo__landing-02,1312,427.8666666667201,ROLLOUT
circuito-completo__landing-02,1313,427.9666666667201,ROLLOUT
circuito-completo__landing-02,1314,428.06666666672,ROLLOUT
circuito-completo__landing-02,1315,428.16666666672006,ROLLOUT
circuito-completo__landing-02,1316,428.2666666667201,ROLLOUT
circuito-completo__landing-02,1317,428.3666666667201,ROLLOUT
circuito-completo__landing-02,1318,428.4666666667201,ROLLOUT
circuito-completo__landing-02,1319,428.56666666672,ROLLOUT
circuito-completo__landing-02,1320,428.66666666672006,ROLLOUT
circuito-completo__landing-02,1321,428.7666666667201,ROLLOUT
circuito-completo__landing-02,1322,428.8666666667201,ROLLOUT
circuito-completo__landing-02,1323,428.9666666667201,ROLLOUT
circuito-completo__landing-02,1324,429.06666666672,ROLLOUT
circuito-completo__landing-02,1325,429.16666666672006,ROLLOUT
circuito-completo__landing-02,1326,429.2666666667201,ROLLOUT
circuito-completo__landing-02,1327,429.3666666667201,ROLLOUT
circuito-completo__landing-02,1328,429.4666666667201,ROLLOUT
circuito-completo__landing-02,1329,429.56666666672,ROLLOUT
circuito-completo__landing-02,1330,429.66666666672006,ROLLOUT
circuito-completo__landing-02,1331,429.7666666667201,ROLLOUT
circuito-completo__landing-02,1332,429.8666666667201,ROLLOUT
circuito-completo__landing-02,1333,429.9666666667201,ROLLOUT
circuito-completo__landing-02,1334,430.06666666672,ROLLOUT
circuito-completo__landing-02,1335,430.16666666672006,ROLLOUT
circuito-completo__landing-02,1336,430.2666666667201,ROLLOUT
circuito-completo__landing-02,1337,430.3666666667201,ROLLOUT
circuito-completo__landing-02,1338,430.4666666667201,ROLLOUT
circuito-completo__landing-02,1339,430.56666666672,ROLLOUT
circuito-completo__landing-02,1340,430.66666666672006,ROLLOUT
circuito-completo__landing-02,1341,430.7666666667201,ROLLOUT
circuito-completo__landing-02,1342,430.8666666667201,ROLLOUT
circuito-completo__landing-02,1343,430.9666666667201,ROLLOUT
circuito-completo__landing-02,1344,431.06666666672,ROLLOUT
circuito-completo__landing-02,1345,431.16666666672006,ROLLOUT
circuito-completo__landing-02,1346,431.2666666667201,ROLLOUT
circuito-completo__landing-02,1347,431.3666666667201,ROLLOUT
circuito-completo__landing-02,1348,431.4666666667201,ROLLOUT
circuito-completo__landing-02,1349,431.56666666672,ROLLOUT
circuito-completo__landing-02,1350,431.66666666672006,ROLLOUT
circuito-completo__landing-02,1351,431.7666666667201,ROLLOUT
circuito-completo__landing-02,1352,431.8666666667201,ROLLOUT
circuito-completo__landing-02,1353,431.9666666667201,ROLLOUT
circuito-completo__landing-02,1354,432.06666666672,ROLLOUT
circuito-completo__landing-02,1355,432.16666666672006,ROLLOUT
circuito-completo__landing-02,1356,432.2666666667201,ROLLOUT
circuito-completo__landing-02,1357,432.3666666667201,ROLLOUT
circuito-completo__landing-02,1358,432.4666666667201,ROLLOUT
circuito-completo__landing-02,1359,432.56666666672,ROLLOUT
circuito-completo__landing-02,1360,432.66666666672006,ROLLOUT
circuito-completo__landing-02,1361,432.7666666667201,ROLLOUT
circuito-completo__landing-02,1362,432.8666666667201,ROLLOUT
circuito-completo__landing-02,1363,432.9666666667201,ROLLOUT
circuito-completo__landing-02,1364,433.06666666672,ROLLOUT
circuito-completo__landing-02,1365,433.16666666672006,ROLLOUT
circuito-completo__landing-02,1366,433.2666666667201,ROLLOUT
circuito-completo__landing-02,1367,433.3666666667201,ROLLOUT
circuito-completo__landing-02,1368,433.4666666667201,ROLLOUT
circuito-completo__landing-02,1369,433.56666666672,ROLLOUT
circuito-completo__landing-02,1370,433.66666666672006,ROLLOUT
circuito-completo__landing-02,1371,433.7666666667201,ROLLOUT
circuito-completo__landing-02,1372,433.8666666667201,ROLLOUT
circuito-completo__landing-02,1373,433.9666666667201,ROLLOUT
circuito-completo__landing-02,1374,434.06666666672,ROLLOUT
circuito-completo__landing-02,1375,434.16666666672006,ROLLOUT
circuito-completo__landing-02,1376,434.2666666667201,ROLLOUT
circuito-completo__landing-02,1377,434.3666666667201,ROLLOUT
circuito-completo__landing-02,1378,434.4666666667201,ROLLOUT
circuito-completo__landing-02,1379,434.56666666672,ROLLOUT
circuito-completo__landing-02,1380,434.66666666672006,ROLLOUT
circuito-completo__landing-02,1381,434.7666666667201,ROLLOUT
circuito-completo__landing-02,1382,434.8666666667201,ROLLOUT
circuito-completo__landing-02,1383,434.9666666667201,ROLLOUT
circuito-completo__landing-02,1384,435.06666666672,ROLLOUT
circuito-completo__landing-02,1385,435.16666666672006,ROLLOUT
circuito-completo__landing-02,1386,435.2666666667201,ROLLOUT
circuito-completo__landing-02,1387,435.3666666667201,ROLLOUT
circuito-completo__landing-02,1388,435.4666666667201,ROLLOUT
circuito-completo__landing-02,1389,435.56666666672,ROLLOUT
circuito-completo__landing-02,1390,435.66666666672006,ROLLOUT
circuito-completo__landing-02,1391,435.7666666667201,ROLLOUT
circuito-completo__landing-02,1392,435.8666666667201,ROLLOUT
circuito-completo__landing-02,1393,435.9666666667201,ROLLOUT
circuito-completo__landing-02,1394,436.06666666672,ROLLOUT
circuito-completo__landing-02,1395,436.16666666672006,ROLLOUT
circuito-completo__landing-02,1396,436.2666666667201,ROLLOUT
circuito-completo__landing-02,1397,436.3666666667201,ROLLOUT
circuito-completo__landing-02,1398,436.4666666667201,ROLLOUT
circuito-completo__landing-02,1399,436.56666666672,ROLLOUT
circuito-completo__landing-02,1400,436.66666666672006,ROLLOUT
circuito-completo__landing-02,1401,436.7666666667201,ROLLOUT
circuito-completo__landing-02,1402,436.8666666667201,COMPLETE
turbulencia05,1007,100.71666666666668,CONTACT_CANDIDATE
turbulencia05,1008,100.81666666666668,CONTACT_CANDIDATE
turbulencia05,1031,103.11666666666667,CONTACT_CANDIDATE
